Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210383,2021,1/3/2022,New Britain,59 ROBERTS ST,"116,060.00","174,900.00",0.6635,Residential,Two Family,,,,POINT (-72.777334029 41.65493799)
210061,2021,1/3/2022,Essex,85 RIVER RD H-7,"134,400.00","298,000.00",0.451006711,Residential,Condo,,,,POINT (-72.390242988 41.369124018)
210340,2021,1/3/2022,Hamden,355 DUNBAR HILL RD,"156,450.00","290,000.00",0.5394,Residential,Single Family,,,,POINT (-72.95039904 41.36759101)
2100110,2021,1/3/2022,Madison,230 NECK RD,"154,400.00","285,000.00",0.5417,Residential,Condo,,,,POINT (-72.642187994 41.270148997)
21132,2021,1/3/2022,Bethel,88 MILWAUKEE AVENUE,"224,210.00","400,000.00",0.5605,Residential,Two Family,,,,POINT (-73.398565992 41.375033009)
210111,2021,1/3/2022,Killingly,383 & 385 PUTNAM PIKE,"148,050.00","130,000.00",1.1388,Residential,Three Family,25 - Other,TRANSFER INCLUDES 2 PARCELS,,POINT (-71.881370019 41.867310019)
210380,2021,1/3/2022,Bristol,261 TYLER WAY,"179,760.00","370,000.00",0.4858,Residential,Single Family,,,,POINT (-72.983053007 41.646465017)
210259,2021,1/3/2022,Middletown,123 FISHER RD,"119,320.00","240,000.00",0.4971,Residential,Single Family,,,,POINT (-72.669482991 41.56160202)
210082,2021,1/3/2022,Mansfield,302 CODFISH FALLS RD,"191,900.00","485,000.00",0.395670103,Residential,Single Family,28 - Use Assessment,33 AC IN PA490 FOREST,,POINT (-72.232916007 41.832070989)
21128,2021,1/3/2022,Bethel,81 SOUTH STREET,"143,640.00","125,000.00",1.1491,Residential,Single Family,23 - Zoning,,,POINT (-73.415396015 41.369910995)
21141,2021,1/3/2022,Guilford,312 PEDDLERS RD,"301,150.00","720,000.00",0.4182,Residential,Single Family,,,,POINT (-72.705558032 41.293240009)
2121096,2021,1/3/2022,Ansonia,38 FRANCIS ST,"156,200.00","404,250.00",0.3863,Residential,Two Family,,,,POINT (-73.086814011 41.336781984)
210014,2021,1/3/2022,Morris,14 WESTOVER LN,"440,270.00","762,000.00",0.5777,Residential,Single Family,,,,POINT (-73.231799981 41.701269002)
210181,2021,1/3/2022,Branford,3 HAWTHORNE TERR,"206,300.00","320,000.00",0.6446875,Residential,Single Family,07 - Change in Property,"SOLD ""AS IS """,,POINT (-72.800199023 41.283206996)
210468,2021,1/3/2022,Danbury,126 TRIANGLE ST B-15,"41,400.00","125,900.00",0.3288,Residential,Condo,,J14264-68,,POINT (-73.432875971 41.393975984)
210386,2021,1/3/2022,Bristol,171 INDIAN TRAIL,"136,290.00","340,000.00",0.4008,Residential,Single Family,,,,POINT (-72.957632035 41.647208995)
210096,2021,1/3/2022,East Hampton,3 EDGERTON ST,"246,680.00","417,000.00",0.5915,Residential,Three Family,25 - Other,MULTIPLE PARCELS,,POINT (-72.49796704 41.570260986)
210101,2021,1/3/2022,Berlin,567 WETHERSFIELD RD,"85,400.00","195,000.00",0.4379,Vacant Land,,,,,POINT (-72.721518583 41.640494694)
210072,2021,1/3/2022,Litchfield,146 FERN AVE,"217,760.00","300,000.00",0.7258,Residential,Single Family,,,,POINT (-73.169807006 41.758598998)
210121,2021,1/3/2022,Bloomfield,64 EAST DUDLEY TOWN ROAD,"491,890.00","1,750,000.00",0.281,Industrial,,25 - Other,ONE SALES PRICE FOR 2 PARCELS,,POINT (-72.692460973 41.849395)
210460,2021,1/3/2022,Danbury,31 STARR RD,"212,000.00","300,000.00",0.7066,Residential,Three Family,01 - Family,FAMILY / K10011,,POINT (-73.426225015 41.416042015)
210679,2021,1/3/2022,Bridgeport,944 HANCOCK AVE #946,"160,590.00","165,000.00",0.973272727,Residential,Three Family,,,,POINT (-73.214217011 41.172564994)
210186,2021,1/3/2022,Glastonbury,190 OAKWOOD DR,"2,391,000.00","8,088,750.00",0.2955,Industrial,,,,,POINT (-72.579354985 41.712539979)
210260,2021,1/3/2022,Middletown,263 CARRIAGE CROSSING,"46,880.00","110,000.00",0.4261,Residential,Single Family,,,,POINT (-72.70917973 41.586533164)
210062,2021,1/3/2022,Essex,28 COMSTOCK AVE,"374,100.00","446,500.00",0.8378,Residential,Single Family,14 - Foreclosure,2ND BLDG GARAGE W/ FINISH,,POINT (-72.439401007 41.345620994)
210344,2021,1/3/2022,Hamden,1172 WINTERGREEN AVE,"125,930.00","110,000.00",1.144818182,Residential,Single Family,25 - Other,LOW SALES PRICE,,POINT (-72.964722036 41.344250008)
210126,2021,1/3/2022,Ledyard,8 WOODVIEW DR,"180,040.00","365,000.00",0.4932,Residential,Single Family,,,,POINT (-72.020953015 41.412636992)
210381,2021,1/3/2022,New Britain,61 COLUMBUS BLVD,"120,260.00","425,000.00",0.2829,Commercial,,24 - Plottage,,,POINT (-72.781550965 41.668345012)
210116,2021,1/3/2022,Bloomfield,143 TERRY PLAINS ROAD,"138,220.00","260,000.00",0.5316,Residential,Single Family,,,,POINT (-72.753854977 41.852207003)
21163,2021,1/3/2022,Farmington,18 GREAT MEADOW LA,"105,760.00","150,000.00",0.705,Residential,Condo,,,,POINT (-72.879615963 41.763614016)
210298,2021,1/3/2022,Fairfield,1093 REEF ROAD,"490,280.00","900,000.00",0.544755556,Residential,Two Family,,,,POINT (-73.244421032 41.129929019)
210677,2021,1/3/2022,Bridgeport,15 COURT C BLDG 61,"15,358,340.00","73,000.00",210.3882192,Commercial,,08 - Part Interest,COOP ( SUCCESS VILLAGE),,POINT (-73.174283523 41.212326032)
21131,2021,1/3/2022,Bethel,4 RAVENCREST DRIVE,"318,500.00","600,000.00",0.5308,Residential,Single Family,,,,POINT (-73.360043016 41.365346001)
210346,2021,1/3/2022,Hamden,1673 STATE ST,"225,890.00","400,000.00",0.5647,Residential,Three Family,,,,POINT (-72.897533035 41.328182989)
210110,2021,1/3/2022,Cromwell,16 DOGWOOD COURT,"83,090.00","152,000.00",0.5466,Residential,Condo,,,,POINT (-72.683642038 41.605277016)
210382,2021,1/3/2022,New Britain,57 FEDERAL CIR,"113,750.00","280,000.00",0.40625,Residential,Two Family,,,GOOD SALE PER MLS,POINT (-72.787111016 41.687351019)
210180,2021,1/3/2022,Harwinton,520 WILDCAT HILL RD,"205,770.00","300,000.00",0.6859,Residential,Single Family,01 - Family,,,POINT (-73.08267201 41.730861981)
210112,2021,1/3/2022,Killingly,240 TRACY RD,"128,870.00","200,000.00",0.6443,Residential,Single Family,,,,POINT (-71.886374015 41.883290998)
21000068,2021,1/3/2022,Granby,96 MOUNTAIN RD,"234,990.00","428,025.00",0.549,Residential,Single Family,,,,POINT (-72.762644251 41.904189662)
210102,2021,1/3/2022,Berlin,27 EARL ST,"135,500.00","270,000.00",0.5018,Residential,Single Family,,,,POINT (-72.753464967 41.615969013)
210084,2021,1/3/2022,Ellington,66 CRYSTAL LAKE RD,"291,470.00","160,000.00",1.8216,Residential,Single Family,01 - Family,INTER FAMILY,,POINT (-72.39672002 41.923871982)
210675,2021,1/3/2022,Bridgeport,345 MERRITT ST,"148,000.00","255,000.00",0.5803,Residential,Single Family,,,,POINT (-73.214954032 41.208437989)
210095,2021,1/3/2022,Clinton,61 JAMES VINCENT DR,"342,000.00","560,000.00",0.6107,Residential,Single Family,,,,POINT (-72.532999037 41.329885983)
210185,2021,1/3/2022,Glastonbury,12 STONY BROOK DR 5C3,"68,900.00","160,000.00",0.4306,Residential,Condo,,,,POINT (-72.571134014 41.719449014)
210463,2021,1/3/2022,Danbury,9 WOODCREST LA,"214,200.00","450,000.00",0.476,Residential,Condo,,L14077-9,,POINT (-73.414887988 41.393933991)
210185,2021,1/3/2022,Branford,24 SUNDANCE,"28,600.00","112,500.00",0.2542,Residential,Condo,07 - Change in Property,MAJOR REMODEL PRIOR TO SALE,,POINT (-72.825673974 41.281067012)
210125,2021,1/3/2022,Ledyard,49 INCHCLIFFE DR,"177,380.00","250,000.00",0.7095,Residential,Single Family,,,,POINT (-72.081338005 41.413808992)
210261,2021,1/3/2022,Middletown,54 HILLSIDE AVE,"66,330.00","182,000.00",0.3644,Residential,Single Family,,,,POINT (-72.636470028 41.54469702)
210122,2021,1/3/2022,Bloomfield,60 EAST DUDLEY TOWN ROAD,"492,520.00","1,750,000.00",0.2814,Industrial,,25 - Other,ONE SALES PRICE FOR 2 PARCELS,,POINT (-72.692904963 41.849923982)
21027,2021,1/3/2022,Canterbury,234 WAUREGAN RD,"140,500.00","128,625.00",1.092322643,Residential,Single Family,14 - Foreclosure,,,POINT (-71.930007018 41.74012302)
210182,2021,1/3/2022,Branford,1E FERNDALE,"81,300.00","145,000.00",0.5606,Residential,Condo,,,,POINT (-72.819610002 41.295983992)
210083,2021,1/3/2022,Mansfield,316 STORRS RD,"195,700.00","400,000.00",0.4892,Residential,Single Family,25 - Other,SALE BY ESTATE -FIDUCIARY'S DEED,,POINT (-72.191149989 41.748914002)
210467,2021,1/3/2022,Danbury,83 BRENTWOOD CI,"18,200.00","561,205.00",0.0324,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B16001-55,,POINT (-73.52460393 41.38463677)
21162,2021,1/3/2022,Farmington,105 HAROLD RD,"170,900.00","290,000.00",0.5893,Residential,Single Family,,,,POINT (-72.891621028 41.705348013)
210383,2021,1/3/2022,Bristol,1469 FARMINGTON AVE UN 55G,"96,530.00","230,000.00",0.4196,Residential,Condo,,,,POINT (-72.895926979 41.70202002)
210301,2021,1/3/2022,Fairfield,28 ANDRASSY AVENUE,"296,100.00","480,000.00",0.616875,Residential,Single Family,,,,POINT (-73.237612999 41.173700993)
210680,2021,1/3/2022,Bridgeport,UNIT 108 APT 6 13 NASH LANE,"3,041,800.00","98,500.00",30.88121827,Commercial,,08 - Part Interest,COOP (BLACK ROCK GARDENS),,POINT (-73.225135126 41.156772223)
210059,2021,1/3/2022,Brooklyn,25 MALBONE LN,"221,600.00","390,000.00",0.5682,Residential,Single Family,,,,POINT (-71.922402034 41.800927986)
210341,2021,1/3/2022,Hamden,1182 PARADISE AVE,"144,970.00","279,000.00",0.519605735,Residential,Single Family,,,,POINT (-72.932595961 41.398418979)
21130,2021,1/3/2022,Bethel,55 MAPLE AVENUE,"169,820.00","272,500.00",0.623192661,Residential,Single Family,,SOLD AS IS,,POINT (-73.405506962 41.376727997)
210184,2021,1/3/2022,Branford,C31 RIVERVIEW CROSSING,"70,100.00","150,150.00",0.4668,Residential,Condo,,,,POINT (-72.853060884 41.254669845)
21065,2021,1/3/2022,East Haddam,ORCHARD RD,960,"57,500.00",0.0166,Vacant Land,,28 - Use Assessment,,,POINT (-72.455926046 41.479391502)
210109,2021,1/3/2022,Cromwell,22 RAYMOND PLACE,"146,230.00","285,000.00",0.513087719,Residential,Single Family,07 - Change in Property,UPDATE/REMOD NOT REFLECTED IN OUR RECORD,,POINT (-72.655312965 41.628081995)
21064,2021,1/3/2022,Burlington,75 WEST LEDGE,"342,530.00","920,873.00",0.3719,Residential,Single Family,07 - Change in Property,NEW DWELLING,,POINT (-72.958288003 41.787933019)
210073,2021,1/3/2022,Litchfield,138 WEST ST,"162,560.00","435,000.00",0.3737,Residential,Single Family,,,,POINT (-73.195635003 41.746926988)
210085,2021,1/3/2022,Ellington,TRIPP RD 004-002-0000,"27,100.00","30,000.00",0.903333333,Vacant Land,,28 - Use Assessment,PROPERTY UNDER PA-490 OPEN SPACE,,POINT (-72.509942536 41.873088221)
210113,2021,1/3/2022,Killingly,1032 NO MAIN ST,"270,900.00","270,000.00",1.0033,Commercial,,,MH PARK LAND ONLY,,POINT (-71.877013231 41.835974179)
210379,2021,1/3/2022,New Britain,182 WEST ST,"93,940.00","138,500.00",0.6782,Residential,Three Family,,,,POINT (-72.771398971 41.677823016)
210382,2021,1/3/2022,Bristol,124 MORNINGSIDE DR WEST,"88,900.00","194,000.00",0.4582,Residential,Single Family,,,,POINT (-72.908494972 41.688587014)
210387,2021,1/3/2022,Bristol,31 CAESAR DR,"127,400.00","175,000.00",0.728,Residential,Single Family,14 - Foreclosure,FORECLOSURE SALE OUT OF BANK,,POINT (-72.917270992 41.718673018)
210464,2021,1/3/2022,Danbury,POCONO POINT RD,"15,500.00","60,000.00",0.2583,Residential,Single Family,25 - Other,RATIO TOO LOW / K05120-51,,POINT (-73.434295987 41.460751996)
210674,2021,1/3/2022,Bridgeport,219 SIXTH ST,"105,380.00","140,000.00",0.7527,Residential,Single Family,,,,POINT (-73.168405971 41.180861989)
210084,2021,1/3/2022,Mansfield,35 FERN DR,"7,500.00","38,000.00",0.197368421,Residential,Single Family,07 - Change in Property,OLDER UNIT VALLEY VIEW MH PARK,,POINT (-72.310549026 41.827505995)
21000066,2021,1/3/2022,Granby,47 CANAL RD,"145,040.00","250,000.00",0.5801,Residential,Single Family,,,,POINT (-72.778770017 41.953925002)
21143,2021,1/3/2022,Guilford,439 NO RIVER ST,"374,310.00","385,000.00",0.972233766,Residential,Single Family,07 - Change in Property,,FIRE DAMAGE PER MLS - NEEDS LOTS OF WORK. SOLD AS IS.,POINT (-72.68913604 41.293897988)
210119,2021,1/3/2022,Bloomfield,1347 HALL BOULEVARD,"126,250.00","265,000.00",0.4764,Residential,Single Family,,,,POINT (-72.749368983 41.809452005)
210026,2021,1/3/2022,Bolton,82 SCHOOL RD,"171,600.00","280,000.00",0.6128,Residential,Single Family,,,,POINT (-72.422819004 41.748321989)
210300,2021,1/3/2022,Fairfield,79 BARLOW ROAD,"463,610.00","917,000.00",0.505572519,Residential,Single Family,,,,POINT (-73.252610989 41.153864004)
21028,2021,1/3/2022,Canterbury,173B SO CANTERBURY RD,"302,900.00","420,000.00",0.7211,Residential,Single Family,,,,POINT (-71.969862968 41.682426986)
210263,2021,1/3/2022,Middletown,59 ANNELLO WAY,"254,560.00","481,000.00",0.5292,Residential,Single Family,,,,POINT (-72.708012002 41.566368012)
210347,2021,1/3/2022,Hamden,1686 STATE ST,"114,660.00","240,000.00",0.4777,Residential,Two Family,,,,POINT (-72.898105016 41.32836802)
210388,2021,1/3/2022,Bristol,32 MERCIER AVE,"122,990.00","221,000.00",0.5565,Residential,Single Family,,,,POINT (-72.928485979 41.688614004)
210342,2021,1/3/2022,Hamden,75 WASHINGTON AVE 6-105,"66,080.00","117,000.00",0.5647,Residential,Condo,,,,POINT (-72.897347041 41.38480702)
21009100,2021,1/3/2022,New Fairfield,6 WOODRIDGE LN,"316,400.00","605,000.00",0.5229,Residential,Single Family,,,,POINT (-73.474605025 41.453764979)
210117,2021,1/3/2022,Avon,174 AND 190 OLD FARMS ROAD,"4,346,140.00","21,700,000.00",0.2002,Commercial,,07 - Change in Property,,,POINT (-72.833759996 41.797893989)
210183,2021,1/3/2022,Branford,540 EAST MAIN ST UNITS 15 & 16,"105,700.00","285,000.00",0.3708,Commercial,,25 - Other,"COMM CONDO/2 UNITS IN 1 DEED/16=85,900/GRANTOR TOOK BACK MORT",,POINT (-72.767126967 41.299438007)
210111,2021,1/3/2022,Cromwell,47 HILLSIDE ROAD,"195,720.00","335,000.00",0.5842,Residential,Single Family,,,,POINT (-72.656849033 41.609072006)
210042,2021,1/3/2022,Easton,322 SPORT HILL ROAD,"253,470.00","530,000.00",0.4782,Residential,Single Family,,,,POINT (-73.271403971 41.241529994)
210384,2021,1/3/2022,Bristol,74 LONGVIEW AVE,"108,990.00","186,100.00",0.585652875,Residential,Single Family,14 - Foreclosure,,SALE OF A FORECLOSED PROPERTY,POINT (-72.976068031 41.641337011)
210466,2021,1/3/2022,Danbury,103 KOHANZA ST,"61,000.00","180,000.00",0.3388,Residential,Condo,07 - Change in Property,UPDATES / H12033-41,,POINT (-73.466943965 41.40374899)
210384,2021,1/3/2022,New Britain,328 STANLEY ST,"75,530.00","200,000.00",0.3776,Residential,Single Family,,,,POINT (-72.768054005 41.657386008)
2100111,2021,1/3/2022,Madison,573 DURHAM RD,"200,900.00","399,999.00",0.5022,Residential,Single Family,,,,POINT (-72.608139027 41.31757502)
210110,2021,1/3/2022,Killingly,21 MASON HILL RD,"117,110.00","240,000.00",0.4879,Residential,Single Family,,,,POINT (-71.859436003 41.872751006)
21129,2021,1/3/2022,Bethel,2 SHORT DRIVE,"116,690.00","165,000.00",0.7072,Residential,Single Family,10 - A Will,ESTATE SALE,,POINT (-73.395972966 41.373538012)
210676,2021,1/3/2022,Bridgeport,133 VIRGINIA AVE UNIT 296,"50,820.00","127,500.00",0.3985,Residential,Condo,,,,POINT (-73.175778084 41.211060215)
210378,2021,1/3/2022,Bristol,88 LANCASTER RD,"127,680.00","185,300.00",0.689,Residential,Single Family,,,,POINT (-72.911165027 41.693973016)
210465,2021,1/3/2022,Danbury,10 SCUPPO RD A11,"76,700.00","150,000.00",0.5113,Residential,Condo,,F14094-6,,POINT (-73.478628003 41.391465981)
210114,2021,1/3/2022,Killingly,235 ROSS RD,"286,600.00","552,500.00",0.5187,Residential,Single Family,,,,POINT (-71.858850025 41.774211005)
21120,2021,1/3/2022,Monroe,1324 MONROE TPKE,"388,100.00","720,000.00",0.539,Residential,Single Family,,,,POINT (-73.191631973 41.368697002)
210025,2021,1/3/2022,Bolton,33 VOLPI RD,"262,500.00","500,000.00",0.525,Residential,Single Family,,,,POINT (-72.464328032 41.757940013)
210381,2021,1/3/2022,Bristol,33 MUIR AVE,"99,750.00","200,000.00",0.4987,Residential,Single Family,,,,POINT (-72.939135019 41.658489989)
210118,2021,1/3/2022,Bloomfield,17 STRATFORD PARK,"105,490.00","190,000.00",0.5552,Residential,Condo,,,,POINT (-72.772910183 41.808090181)
210258,2021,1/3/2022,Middletown,41 BROOKVIEW LA,"191,900.00","425,000.00",0.4515,Residential,Single Family,,,,POINT (-72.675989025 41.567686988)
210288,2021,1/3/2022,Torrington,40 ELMWOOD TER,"62,320.00","145,000.00",0.4297,Residential,Single Family,,,,POINT (-73.132596972 41.814120012)
2100703,2021,1/3/2022,Stamford,0 BLACHLEY ROAD,"10,696,070.00","26,138,298.00",0.409210653,Apartments,,,,,POINT (-73.514612944 41.053190819)
210253,2021,1/3/2022,Southington,248 MERIDEN AV,"187,610.00","325,000.00",0.577261538,Residential,Single Family,,,,POINT (-72.875787026 41.590163019)
210678,2021,1/3/2022,Waterbury,522 BUNKER HILL AVE,"88,500.00","210,000.00",0.4214,Residential,Single Family,,,,POINT (-73.072838026 41.573190001)
21078,2021,1/3/2022,Oxford,15 NORTH MARK DRIVE,"248,600.00","355,000.00",0.7002,Residential,Single Family,,,,POINT (-73.171697964 41.434125007)
210145,2021,1/3/2022,Stonington,8 STONINGTON COMMONS #25,"499,000.00","1,425,000.00",0.3501,Residential,Condo,,,,POINT (-71.906553028 41.330432986)
210068,2021,1/3/2022,Portland,5 MAPLE AVE,"141,120.00","269,900.00",0.522860319,Residential,Two Family,,011-0019,,POINT (-72.635763014 41.567297984)
213337,2021,1/3/2022,North Haven,580 SKIFF ST,"144,210.00","325,000.00",0.4437,Residential,Single Family,,,,POINT (-72.892139029 41.36583102)
21204,2021,1/3/2022,Newtown,6 BOULDER CREEK ROAD,"540,260.00","972,500.00",0.5555,Residential,Single Family,,,,POINT (-73.359933967 41.386777019)
21115,2021,1/3/2022,Plainfield,80 LAKE ST,"118,130.00","265,000.00",0.4457,Residential,Single Family,,,,POINT (-71.870088983 41.722004992)
210104,2021,1/3/2022,Seymour,65 & 67 MOSS AVE,"116,130.00","500,000.00",0.2322,Vacant Land,,25 - Other,BOUGHT 2 PROPERTIES TOGETHER,,POINT (-73.067197126 41.376404248)
2100691,2021,1/3/2022,Stamford,30 NURNEY STREET,"414,200.00","695,000.00",0.5959,Commercial,,,,,POINT (-73.559250009 41.049315981)
210526,2021,1/3/2022,Southington,23 NORTH RD (TP),"47,110.00","60,000.00",0.785166667,Residential,Single Family,,,,POINT (-72.869798994 41.626562984)
210528,2021,1/3/2022,Southington,159 90 APPLE GATE,"17,140.00","445,236.00",0.038496438,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.868094031 41.622019993)
21148,2021,1/3/2022,Southbury,21 BUCKS HILL RD,"281,510.00","499,900.00",0.5631,Residential,Single Family,,,,POINT (-73.210446999 41.499518017)
21063,2021,1/3/2022,Thompson,366 THOMPSON RD,"344,500.00","200,500.00",1.7182,Residential,Single Family,08 - Part Interest,,,POINT (-71.862204965 41.959745019)
21111,2021,1/3/2022,Plainfield,86 WHIP-POOR-WILL,"199,100.00","390,000.00",0.510512821,Residential,Single Family,,,,POINT (-71.873932002 41.743505998)
210167,2021,1/3/2022,Newington,101 ROCKWELL RD,"893,000.00","1,300,000.00",0.6869,Industrial,,,,,POINT (-72.733450994 41.658620998)
210254,2021,1/3/2022,Norwich,204 LAURA BLVD,"82,500.00","161,600.00",0.5105,Residential,Condo,,,,POINT (-72.122439003 41.512965984)
210136,2021,1/3/2022,Simsbury,106 CAMBRIDGE COURT,"276,550.00","532,155.00",0.5196,Residential,Condo,07 - Change in Property,PUD CO 12/21/2021,,POINT (-72.79349093 41.901249965)
2100704,2021,1/3/2022,Stamford,26 COURT STREET,"348,840.00","640,000.00",0.545,Residential,Three Family,,CONSERVATOR'S DEED,,POINT (-73.54486901 41.061316017)
21144,2021,1/3/2022,Ridgefield,36 MALLORY HILL RD,"168,490.00","415,000.00",0.406,Residential,Single Family,07 - Change in Property,,,POINT (-73.44513199 41.26353798)
210502,2021,1/3/2022,Norwalk,30 CHATHAM DR,"250,630.00","325,508.00",0.769965715,Residential,Single Family,14 - Foreclosure,5-74-93-0,,POINT (-73.436754026 41.098605008)
210234,2021,1/3/2022,Wallingford,47 SPRING ST,"170,400.00","223,000.00",0.7641,Residential,Three Family,14 - Foreclosure,,,POINT (-72.823811012 41.45387298)
2100209,2021,1/3/2022,New Milford,9 GREEN VIEW RD,"175,010.00","300,000.00",0.583366667,Residential,Single Family,10 - A Will,WILL,,POINT (-73.39426004 41.513698018)
2100694,2021,1/3/2022,Stamford,20 WEED HILL AVENUE #L,"177,300.00","380,000.00",0.4665,Residential,Condo,,,,POINT (-73.521158031 41.097099996)
21118,2021,1/3/2022,Plainfield,14 WINSOR AVE,"1,170,410.00","1,317,705.00",0.8882,Commercial,,,ELDERLY HOUSING,,POINT (-71.917990368 41.681680404)
2100700,2021,1/3/2022,Stamford,77 HAVEMEYER LANE #79,"768,230.00","1,250,000.00",0.6145,Residential,Condo,,,,POINT (-73.565795018 41.055780985)
2100348,2021,1/3/2022,Stratford,34C ALGONQUIN LANE,"105,560.00","240,000.00",0.4398,Residential,Condo,,,,POINT (-73.111784036 41.248480981)
